date,equity_usd
2012-07-30,15996.602445892891
2012-07-31,15996.602445892891
2012-08-01,15996.602445892891
2012-08-02,15996.602445892891
2012-08-03,15996.602445892891
2012-08-06,15996.602445892891
2012-08-07,15996.602445892891
2012-08-08,15996.602445892891
2012-08-09,15996.602445892891
2012-08-10,15996.602445892891
2012-08-13,15996.602445892891
2012-08-14,15996.602445892891
2012-08-15,15996.602445892891
2012-08-16,15996.602445892891
2012-08-17,15996.602445892891
2012-08-20,15996.602445892891
2012-08-21,15996.602445892891
2012-08-22,15996.602445892891
2012-08-23,15996.602445892891
2012-08-24,16484.10244589289
2012-08-27,16409.10244589289
2012-08-28,16384.10244589289
2012-08-29,16359.102445892891
2012-08-30,15846.602445892891
2012-08-31,16591.60244589289
2012-09-04,16711.60244589289
2012-09-05,16446.60244589289
2012-09-06,18938.60244589289
2012-09-07,18938.60244589289
2012-09-10,18938.60244589289
2012-09-11,18938.60244589289
2012-09-12,18938.60244589289
2012-09-13,18938.60244589289
2012-09-14,18938.60244589289
2012-09-17,18938.60244589289
2012-09-18,18938.60244589289
2012-09-19,18938.60244589289
2012-09-20,18938.60244589289
2012-09-21,18938.60244589289
2012-09-24,18938.60244589289
2012-09-25,17526.10244589289
2012-09-26,16433.60244589289
2012-09-27,17938.60244589289
2012-09-28,17151.10244589289
2012-10-01,17213.60244589289
2012-10-02,17524.60244589289
2012-10-03,17765.60244589289
2012-10-04,17765.60244589289
2012-10-05,17765.60244589289
2012-10-08,17765.60244589289
2012-10-09,17765.60244589289
2012-10-10,17053.10244589289
2012-10-11,16975.60244589289
2012-10-12,16560.60244589289
2012-10-15,17656.60244589289
2012-10-16,18322.60244589289
2012-10-17,18322.60244589289
2012-10-18,18322.60244589289
2012-10-19,18322.60244589289
2012-10-22,18797.60244589289
2012-10-23,18252.60244589289
2012-10-24,18052.60244589289
2012-10-25,18002.60244589289
2012-10-26,18222.60244589289
2012-10-31,17852.60244589289
2012-11-01,18723.60244589289
2012-11-02,18723.60244589289
2012-11-05,18723.60244589289
2012-11-06,18723.60244589289
2012-11-07,18723.60244589289
2012-11-08,18723.60244589289
2012-11-09,18723.60244589289
2012-11-12,18723.60244589289
2012-11-13,18723.60244589289
2012-11-14,18723.60244589289
2012-11-15,18723.60244589289
2012-11-16,18723.60244589289
2012-11-19,18723.60244589289
2012-11-20,18723.60244589289
2012-11-21,18723.60244589289
2012-11-23,18723.60244589289
2012-11-26,18723.60244589289
2012-11-27,18723.60244589289
2012-11-28,18723.60244589289
2012-11-29,18723.60244589289
2012-11-30,18723.60244589289
2012-12-03,18723.60244589289
2012-12-04,18723.60244589289
2012-12-05,18723.60244589289
2012-12-06,18723.60244589289
2012-12-07,18723.60244589289
2012-12-10,18723.60244589289
2012-12-11,18723.60244589289
2012-12-12,18723.60244589289
2012-12-13,18723.60244589289
2012-12-14,18723.60244589289
2012-12-17,18723.60244589289
2012-12-18,18723.60244589289
2012-12-19,18723.60244589289
2012-12-20,18723.60244589289
2012-12-21,18723.60244589289
2012-12-24,18723.60244589289
2012-12-26,18723.60244589289
2012-12-27,18723.60244589289
2012-12-28,17386.10244589289
2012-12-31,19186.10244589289
2013-01-02,21007.10244589289
2013-01-03,21007.10244589289
2013-01-04,21007.10244589289
2013-01-07,21007.10244589289
2013-01-08,21007.10244589289
2013-01-09,21007.10244589289
2013-01-10,21007.10244589289
2013-01-11,21007.10244589289
2013-01-14,21007.10244589289
2013-01-15,21007.10244589289
2013-01-16,21007.10244589289
2013-01-17,21007.10244589289
2013-01-18,21007.10244589289
2013-01-22,21007.10244589289
2013-01-23,21007.10244589289
2013-01-24,21007.10244589289
2013-01-25,21007.10244589289
2013-01-28,21007.10244589289
2013-01-29,21007.10244589289
2013-01-30,21007.10244589289
2013-01-31,21007.10244589289
2013-02-01,21007.10244589289
2013-02-04,21007.10244589289
2013-02-05,21007.10244589289
2013-02-06,21007.10244589289
2013-02-07,21007.10244589289
2013-02-08,21007.10244589289
2013-02-11,21007.10244589289
2013-02-12,21007.10244589289
2013-02-13,21007.10244589289
2013-02-14,21007.10244589289
2013-02-15,21007.10244589289
2013-02-19,21007.10244589289
2013-02-20,21007.10244589289
2013-02-21,21007.10244589289
2013-02-22,21007.10244589289
2013-02-25,21007.10244589289
2013-02-26,21007.10244589289
2013-02-27,21007.10244589289
2013-02-28,21007.10244589289
2013-03-01,21007.10244589289
