entry_date,exit_date,entry_px,exit_px,bars_held,exit_reason,gross_pts,gross_usd,cost_usd,net_usd,entry_rsi,ret_pct,notional_usd,mae_pct,mfe_pct,symbol,year,net_pct,pnl_inr
2021-12-13,2021-12-15,330.8106689453125,349.8389587402344,2,rsi_target,19.028289794921875,19.028289794921875,0.0,19.028289794921875,7.218969114581924,0.05752018172687021,330.8106689453125,-0.02932605690051089,0.06595787638045514,360ONE,2021,0.05429018172687022,5429.018172687021
2022-02-11,2022-02-16,365.2476806640625,368.0162048339844,3,rsi_target,2.768524169921875,2.768524169921875,0.0,2.768524169921875,6.161589410650166,0.007579854209856659,365.2476806640625,-0.06495803924697442,0.03448264646436412,360ONE,2022,0.00434985420985666,434.985420985666
2022-02-24,2022-02-28,334.8274230957031,347.5582580566406,2,rsi_target,12.7308349609375,12.7308349609375,0.0,12.7308349609375,4.941667434510833,0.03802207968281818,334.8274230957031,-0.008370584687283961,0.04971342525015988,360ONE,2022,0.03479207968281818,3479.207968281818
2022-04-26,2022-05-02,390.3463745117188,401.7270202636719,4,rsi_target,11.380645751953068,11.380645751953068,0.0,11.380645751953068,5.955127826885558,0.029155249017463088,390.3463745117188,-0.03479438810210503,0.034242162407607316,360ONE,2022,0.025925249017463087,2592.524901746309
2022-05-11,2022-05-17,358.8935852050781,352.335205078125,4,rsi_target,-6.558380126953125,-6.558380126953125,0.0,-6.558380126953125,2.4519522377752594,-0.018273885065974504,358.8935852050781,-0.0957953285411067,0.0058804432117230115,360ONE,2022,-0.021503885065974504,-2150.3885065974505
2022-08-25,2022-08-30,383.5381164550781,389.0816345214844,3,rsi_target,5.54351806640625,5.54351806640625,0.0,5.54351806640625,7.976939330140439,0.014453630104989929,383.5381164550781,-0.014242022177960204,0.025067187147197575,360ONE,2022,0.011223630104989928,1122.363010498993
2022-09-26,2022-09-30,398.01171875,426.8544616699219,4,rsi_target,28.842742919921875,28.842742919921875,0.0,28.842742919921875,6.181742084069967,0.07246706958907068,398.01171875,-0.0020687947899160307,0.07811988594099238,360ONE,2022,0.06923706958907068,6923.706958907068
2022-10-21,2022-10-27,405.7007751464844,416.4515380859375,3,rsi_target,10.750762939453125,10.750762939453125,0.0,10.750762939453125,8.063091075600681,0.026499241800983495,405.7007751464844,-0.015693734222041546,0.03193060611762423,360ONE,2022,0.023269241800983494,2326.9241800983496
2022-12-06,2022-12-13,414.8943786621094,425.1624755859375,5,rsi_target,10.268096923828125,10.268096923828125,0.0,10.268096923828125,7.808517867091609,0.024748700999370443,414.8943786621094,-0.012219252403747409,0.06188602843816606,360ONE,2022,0.021518700999370442,2151.8700999370444
2022-12-21,2022-12-30,415.2339172363281,415.9949340820313,7,rsi_target,0.7610168457031818,0.7610168457031818,0.0,0.7610168457031818,9.11819611950095,0.001832742495527053,415.2339172363281,-0.026307655504595257,0.010743013578528053,360ONE,2022,-0.0013972575044729468,-139.72575044729467
2023-01-27,2023-02-01,438.2406311035156,447.090576171875,3,rsi_target,8.849945068359375,8.849945068359375,0.0,8.849945068359375,9.338057206029092,0.020194259592212375,438.2406311035156,-0.08223233422363468,0.03960650319969841,360ONE,2023,0.016964259592212375,1696.4259592212375
2023-02-09,2023-02-10,431.186767578125,438.8196105957031,1,rsi_target,7.632843017578125,7.632843017578125,0.0,7.632843017578125,6.752416853615557,0.017701941690952194,431.186767578125,-0.0065766455966271755,0.02427854505744809,360ONE,2023,0.014471941690952193,1447.1941690952194
2023-02-17,2023-03-03,428.5046081542969,422.33685302734375,10,rsi_target,-6.167755126953125,-6.167755126953125,0.0,-6.167755126953125,6.980674558638157,-0.01439367280907333,428.5046081542969,-0.06245519743085457,0.0807919442624108,360ONE,2023,-0.01762367280907333,-1762.367280907333
2023-03-13,2023-03-22,406.6457824707031,405.2279052734375,7,rsi_target,-1.417877197265625,-1.417877197265625,0.0,-1.417877197265625,9.638985232389388,-0.0034867623331806628,406.6457824707031,-0.08158993945741552,0.022780117221535532,360ONE,2023,-0.006716762333180663,-671.6762333180664
2023-08-03,2023-08-08,477.6547546386719,491.9920654296875,3,rsi_target,14.337310791015625,14.337310791015625,0.0,14.337310791015625,8.890924686500853,0.030016053753848363,477.6547546386719,-0.0009064700643677071,0.036865417753945834,360ONE,2023,0.026786053753848363,2678.6053753848364
2023-08-31,2023-09-04,468.9465026855469,481.55181884765625,2,rsi_target,12.605316162109375,12.605316162109375,0.0,12.605316162109375,2.241308884745166,0.026880072865287787,468.9465026855469,-0.02534118371830715,0.03416434029379298,360ONE,2023,0.023650072865287787,2365.007286528779
2023-09-29,2023-10-06,483.1395263671875,488.5280456542969,4,rsi_target,5.388519287109375,5.388519287109375,0.0,5.388519287109375,3.7079158109053623,0.011153132776418885,483.1395263671875,-0.028978438103300412,0.015335517730959286,360ONE,2023,0.007923132776418885,792.3132776418885
2023-10-25,2023-11-01,507.43603515625,509.4566955566406,5,rsi_target,2.020660400390625,2.020660400390625,0.0,2.020660400390625,7.259599611958507,0.003982098748206603,507.43603515625,-0.04816542897734717,0.022091518477324566,360ONE,2023,0.0007520987482066035,75.20987482066036
2023-12-21,2023-12-22,616.2117309570312,637.731201171875,1,rsi_target,21.51947021484375,21.51947021484375,0.0,21.51947021484375,8.220071848531035,0.034922201467054374,616.2117309570312,0.0178543440887222,0.04585495492498493,360ONE,2023,0.03169220146705438,3169.220146705438
2024-01-03,2024-01-08,635.162353515625,651.8350219726562,3,rsi_target,16.67266845703125,16.67266845703125,0.0,16.67266845703125,7.993414130808304,0.026249459472445107,635.162353515625,-0.017092694946061193,0.044257833142586904,360ONE,2024,0.023019459472445106,2301.9459472445105
2024-01-16,2024-01-29,641.3176879882812,618.9837036132812,7,rsi_target,-22.333984375,-22.333984375,0.0,-22.333984375,6.878503520400898,-0.03482514952153964,641.3176879882812,-0.10595517626730425,-0.003929801818210329,360ONE,2024,-0.038055149521539634,-3805.5149521539633
2024-02-02,2024-02-06,590.621826171875,613.614013671875,2,rsi_target,22.9921875,22.9921875,0.0,22.9921875,5.230624410661477,0.03892878061927416,590.621826171875,-0.01272844884216496,0.05628558602341488,360ONE,2024,0.035698780619274166,3569.8780619274166
2024-03-06,2024-03-21,679.7593383789062,657.4506225585938,10,time_stop,-22.3087158203125,-22.3087158203125,0.0,-22.3087158203125,6.7629054602688825,-0.03281854997904765,679.7593383789062,-0.043375262187703253,0.0505565955796997,360ONE,2024,-0.03604854997904765,-3604.854997904765
2024-03-21,2024-03-28,657.4506225585938,659.5984497070312,4,rsi_target,2.1478271484375,2.1478271484375,0.0,2.1478271484375,7.387027823715357,0.0032669026003486366,657.4506225585938,-0.03920417027756184,0.013439166779907025,360ONE,2024,3.6902600348636804e-05,3.6902600348636803
2024-05-09,2024-05-13,716.7393798828125,744.591064453125,2,rsi_target,27.8516845703125,27.8516845703125,0.0,27.8516845703125,4.849009536611419,0.03885887304652672,716.7393798828125,0.005746726310789122,0.046726498541234084,360ONE,2024,0.035628873046526725,3562.8873046526724
2024-05-31,2024-06-06,761.1648559570312,776.4146118164062,4,rsi_target,15.249755859375,15.249755859375,0.0,15.249755859375,8.704914267067707,0.020034760853745812,761.1648559570312,-0.1091928640134196,0.0423241801617966,360ONE,2024,0.016804760853745812,1680.4760853745813
2024-08-06,2024-08-08,975.0048828125,1013.0042724609376,2,rsi_target,37.999389648437614,37.999389648437614,0.0,37.999389648437614,6.729139797676183,0.0389735377927796,975.0048828125,-0.009377804446518234,0.05072106762987916,360ONE,2024,0.035743537792779605,3574.3537792779603
2024-08-30,2024-09-03,1054.936279296875,1076.7135009765625,2,rsi_target,21.7772216796875,21.7772216796875,0.0,21.7772216796875,7.15527564700227,0.020643163105739642,1054.936279296875,-0.00997213214938741,0.02972983672893137,360ONE,2024,0.01741316310573964,1741.316310573964
2024-09-19,2024-10-04,1047.660888671875,994.1765747070312,10,time_stop,-53.48431396484375,-53.48431396484375,0.0,-53.48431396484375,9.471996971861643,-0.05105116984241541,1047.660888671875,-0.11786799582575544,0.040587294634825494,360ONE,2024,-0.054281169842415405,-5428.11698424154
2024-11-13,2024-11-14,999.6823120117188,1032.716796875,1,rsi_target,33.03448486328125,33.03448486328125,0.0,33.03448486328125,9.660486250757103,0.033044982857408006,999.6823120117188,-0.015489676843964783,0.036831347928557794,360ONE,2024,0.029814982857408006,2981.4982857408004
2025-01-07,2025-01-15,1196.8070068359375,1173.3583984375,6,rsi_target,-23.4486083984375,-23.4486083984375,0.0,-23.4486083984375,7.414733005760681,-0.019592639635716905,1196.8070068359375,-0.10539712971898857,0.0022179635350029854,360ONE,2025,-0.022822639635716905,-2282.2639635716905
2025-01-24,2025-02-05,1108.42041015625,1011.5786743164062,9,rsi_target,-96.84173583984375,-96.84173583984375,0.0,-96.84173583984375,7.611827213347851,-0.08736913805673456,1108.42041015625,-0.16897286459520064,-0.004834056131645461,360ONE,2025,-0.09059913805673456,-9059.913805673455
2025-07-14,2025-07-17,1175.3642578125,1192.576416015625,3,rsi_target,17.212158203125,17.212158203125,0.0,17.212158203125,7.681771079141612,0.014644105509179751,1175.3642578125,-0.006901122029876561,0.018094682935561452,360ONE,2025,0.011414105509179751,1141.4105509179751
2025-07-23,2025-08-05,1112.8470458984375,1054.28662109375,9,rsi_target,-58.5604248046875,-58.5604248046875,0.0,-58.5604248046875,8.508263733799453,-0.05262216853656629,1112.8470458984375,-0.0826666882655345,0.013955470667422481,360ONE,2025,-0.055852168536566285,-5585.216853656629
2025-10-29,2025-11-12,1120.197265625,1082.71484375,9,rsi_target,-37.482421875,-37.482421875,0.0,-37.482421875,3.032531139700666,-0.033460554694433355,1120.197265625,-0.06709856155050896,0.009851901575299847,360ONE,2025,-0.03669055469443335,-3669.055469443335
2025-12-04,2025-12-11,1121.390380859375,1129.244873046875,5,rsi_target,7.8544921875,7.8544921875,0.0,7.8544921875,7.623981424538826,0.007004244303826405,1121.390380859375,-0.03129711368944983,0.04530543278679558,360ONE,2025,0.003774244303826405,377.4244303826405
2026-01-09,2026-01-16,1134.3153076171875,1190.7874755859375,4,rsi_target,56.47216796875,56.47216796875,0.0,56.47216796875,3.856235131990445,0.049785247179092475,1134.3153076171875,-0.020510114271893615,0.08353053703808425,360ONE,2026,0.04655524717909248,4655.524717909248
2026-06-23,2026-07-03,1116.9000244140625,1109.5,8,rsi_target,-7.4000244140625,-7.4000244140625,0.0,-7.4000244140625,9.473426774726633,-0.00662550295667209,1116.9000244140625,-0.05040742017859709,0.003581341134000281,360ONE,2026,-0.009855502956672089,-985.550295667209
2025-05-09,2025-05-13,440.9500122070313,460.5499877929688,2,rsi_target,19.5999755859375,19.5999755859375,0.0,19.5999755859375,2.7925193367900363,0.044449427471010196,440.9500122070313,-0.0046490945771522595,0.054654665877687456,AADHARHFC,2025,0.0412194274710102,4121.94274710102
2025-05-29,2025-06-05,430.1000061035156,443.7999877929688,5,rsi_target,13.699981689453182,13.699981689453182,0.0,13.699981689453182,8.4366716332772,0.03185301440371498,430.1000061035156,0.0,0.04161821353747258,AADHARHFC,2025,0.028623014403714977,2862.301440371498
2025-06-13,2025-06-17,437.7999877929688,445.7000122070313,2,rsi_target,7.9000244140625,7.9000244140625,0.0,7.9000244140625,5.366397867555719,0.018044825569520896,437.7999877929688,-0.013248030960913508,0.021471047684239946,AADHARHFC,2025,0.014814825569520896,1481.4825569520897
2025-07-08,2025-07-14,450.6499938964844,459.9500122070313,4,rsi_target,9.300018310546932,9.300018310546932,0.0,9.300018310546932,6.445839998193037,0.02063689878287932,450.6499938964844,-0.005880381520859593,0.026295365059380443,AADHARHFC,2025,0.01740689878287932,1740.689878287932
2025-07-25,2025-08-07,496.3999938964844,505.2999877929688,9,rsi_target,8.899993896484432,8.899993896484432,0.0,8.899993896484432,7.4389540151440485,0.01792907736888565,496.3999938964844,-0.010878311770508301,0.08279614546507492,AADHARHFC,2025,0.014699077368885649,1469.9077368885648
2025-08-28,2025-09-02,497.0,507.8999938964844,3,rsi_target,10.899993896484375,10.899993896484375,0.0,10.899993896484375,7.204095186767233,0.0219315772565078,497.0,-0.003923565808915882,0.038128797197245975,AADHARHFC,2025,0.018701577256507798,1870.1577256507799
2025-09-26,2025-10-06,511.8500061035156,517.7999877929688,5,rsi_target,5.949981689453125,5.949981689453125,0.0,5.949981689453125,9.11626249836847,0.011624463453166027,511.8500061035156,-0.016411045807012296,0.03057535158711974,AADHARHFC,2025,0.008394463453166027,839.4463453166027
2025-10-17,2025-10-20,503.7000122070313,513.75,1,rsi_target,10.049987792968693,10.049987792968693,0.0,10.049987792968693,5.10714099172597,0.019952327872563038,503.7000122070313,-0.0028787218024432393,0.0760372977263828,AADHARHFC,2025,0.016722327872563038,1672.2327872563037
2025-11-06,2025-11-20,499.4500122070313,485.75,10,time_stop,-13.700012207031307,-13.700012207031307,0.0,-13.700012207031307,1.508869426339217,-0.02743019696103721,499.4500122070313,-0.03894286060998015,0.013915269835997465,AADHARHFC,2025,-0.03066019696103721,-3066.019696103721
2025-11-20,2025-12-04,485.75,481.3500061035156,10,time_stop,-4.399993896484375,-4.399993896484375,0.0,-4.399993896484375,5.7849224694773085,-0.009058144923282295,485.75,-0.012866700977869275,0.02151314916527289,AADHARHFC,2025,-0.012288144923282295,-1228.8144923282296
2026-07-15,2026-07-29,513.75,494.5499877929688,10,time_stop,-19.200012207031193,-19.200012207031193,0.0,-19.200012207031193,7.822315989961481,-0.037372286534367284,513.75,-0.0413625304136253,0.020827274368917275,AADHARHFC,2026,-0.04060228653436728,-4060.228653436728
2026-08-17,2026-08-25,487.6499938964844,475.0,6,rsi_target,-12.649993896484375,-12.649993896484375,0.0,-12.649993896484375,3.5436280636714343,-0.025940723992236212,487.6499938964844,-0.05813597141053907,0.012714061898147699,AADHARHFC,2026,-0.029170723992236212,-2917.0723992236212
2019-09-03,2019-09-05,1465.800048828125,1550.25,2,rsi_target,84.449951171875,84.449951171875,0.0,84.449951171875,9.6436511732159,0.057613554617760375,1465.800048828125,0.0,0.11208890795792147,AAVAS,2019,0.05438355461776038,5438.355461776037
2019-09-13,2019-09-20,1508.550048828125,1498.75,5,rsi_target,-9.800048828125,-9.800048828125,0.0,-9.800048828125,6.789460333493622,-0.006496336555580569,1508.550048828125,-0.04411524090952272,0.040071558261413905,AAVAS,2019,-0.009726336555580568,-972.6336555580568
2019-10-24,2019-11-07,1632.25,1545.199951171875,10,rsi_target,-87.050048828125,-87.050048828125,0.0,-87.050048828125,4.81607060938164,-0.05333132107711747,1632.25,-0.12314290090366059,0.017001072139684485,AAVAS,2019,-0.05656132107711747,-5656.132107711747
2019-12-20,2019-12-30,1804.800048828125,1918.5999755859373,5,rsi_target,113.79992675781227,113.79992675781227,0.0,113.79992675781227,2.8379652166550358,0.06305403572639735,1804.800048828125,-0.0026596014507212144,0.07214092844047469,AAVAS,2019,0.05982403572639736,5982.403572639736
2020-02-07,2020-02-17,1843.699951171875,1900.050048828125,6,rsi_target,56.35009765625,56.35009765625,0.0,56.35009765625,2.6595949805225843,0.030563594483165923,1843.699951171875,-0.024217553575010976,0.03812987508267902,AAVAS,2020,0.027333594483165923,2733.3594483165925
2020-02-28,2020-03-03,1878.8499755859373,1918.199951171875,2,rsi_target,39.34997558593773,39.34997558593773,0.0,39.34997558593773,2.853816684519529,0.0209436496246413,1878.8499755859373,-0.01729781537765652,0.0352077202935978,AAVAS,2020,0.0177136496246413,1771.3649624641298
2020-03-12,2020-03-26,1753.4000244140625,961.9500122070312,10,time_stop,-791.4500122070312,-791.4500122070312,0.0,-791.4500122070312,1.8785313798397425,-0.4513801763356949,1753.4000244140625,-0.515769376085929,0.06647081392436974,AAVAS,2020,-0.4546101763356949,-45461.01763356949
2021-01-25,2021-02-01,1777.199951171875,1901.9000244140625,4,rsi_target,124.7000732421875,124.7000732421875,0.0,124.7000732421875,3.62123865512244,0.07016659727002637,1777.199951171875,-0.00011250910272822898,0.10173309351539568,AAVAS,2021,0.06693659727002638,6693.659727002638
2021-03-09,2021-03-12,2190.5,2249.949951171875,2,rsi_target,59.449951171875,59.449951171875,0.0,59.449951171875,7.663684376881349,0.02713990010128966,2190.5,0.001483679525222552,0.03857566765578635,AAVAS,2021,0.02390990010128966,2390.990010128966
2021-04-12,2021-04-28,2171.550048828125,2276.199951171875,10,time_stop,104.64990234375,104.64990234375,0.0,104.64990234375,4.07137665454492,0.04819133798008672,2171.550048828125,-0.009900761905811222,0.08832402869628989,AAVAS,2021,0.044961337980086724,4496.133798008673
2021-05-06,2021-05-11,2209.050048828125,2249.550048828125,3,rsi_target,40.5,40.5,0.0,40.5,4.5670157704882115,0.01833367244055189,2209.050048828125,-0.022204136503899255,0.02147979906432932,AAVAS,2021,0.015103672440551889,1510.3672440551888
2021-06-01,2021-06-04,2273.75,2422.35009765625,3,rsi_target,148.60009765625,148.60009765625,0.0,148.60009765625,2.066612789955016,0.06535463338372732,2273.75,-0.0016492578339747114,0.072941219420011,AAVAS,2021,0.062124633383727326,6212.463338372732
2021-07-20,2021-08-04,2804.5,2553.0,10,rsi_target,-251.5,-251.5,0.0,-251.5,9.252098976442639,-0.08967730433232306,2804.5,-0.12996969156712426,0.025744322043813515,AAVAS,2021,-0.09290730433232305,-9290.730433232306
2021-08-20,2021-08-27,2381.64990234375,2440.60009765625,5,rsi_target,58.9501953125,58.9501953125,0.0,58.9501953125,7.890184412260368,0.024751830760049113,2381.64990234375,-0.03363208565490663,0.030378141466153877,AAVAS,2021,0.021521830760049113,2152.183076004911
2021-11-09,2021-11-12,2782.10009765625,2861.300048828125,3,rsi_target,79.199951171875,79.199951171875,0.0,79.199951171875,6.992146930539022,0.02846768570210545,2782.10009765625,-0.02347149510656943,0.04956683710263418,AAVAS,2021,0.02523768570210545,2523.768570210545
2021-11-26,2021-11-29,2675.39990234375,2851.449951171875,1,rsi_target,176.050048828125,176.050048828125,0.0,176.050048828125,6.97681694679504,0.06580326502736977,2675.39990234375,-0.02631378669113244,0.08021234413152678,AAVAS,2021,0.06257326502736978,6257.326502736978
2021-12-06,2021-12-13,2645.39990234375,2626.050048828125,5,rsi_target,-19.349853515625,-19.349853515625,0.0,-19.349853515625,3.5675249858490474,-0.007314528702628882,2645.39990234375,-0.09087469237855586,0.011189271470837035,AAVAS,2021,-0.010544528702628881,-1054.4528702628882
2022-02-24,2022-03-11,2905.199951171875,2546.14990234375,10,time_stop,-359.050048828125,-359.050048828125,0.0,-359.050048828125,8.115356850476559,-0.12358875632064306,2905.199951171875,-0.1712274402907166,0.03968747444788309,AAVAS,2022,-0.12681875632064307,-12681.875632064308
2023-10-13,2023-10-30,1656.199951171875,1459.0999755859375,10,time_stop,-197.0999755859375,-197.0999755859375,0.0,-197.0999755859375,4.373220411978934,-0.11900735502767994,1656.199951171875,-0.1251056377735471,0.007728564910938494,AAVAS,2023,-0.12223735502767993,-12223.735502767993
2024-05-06,2024-05-16,1564.4000244140625,1589.800048828125,8,rsi_target,25.4000244140625,25.4000244140625,0.0,25.4000244140625,4.9275531578566785,0.016236272064477843,1564.4000244140625,-0.03260035745595297,0.039376102419206645,AAVAS,2024,0.013006272064477842,1300.6272064477841
2024-05-30,2024-05-31,1564.800048828125,1596.800048828125,1,rsi_target,32.0,32.0,0.0,32.0,7.4496193675570055,0.020449897112391275,1564.800048828125,-0.001342086906133955,0.040803919730034895,AAVAS,2024,0.017219897112391275,1721.9897112391275
2024-07-04,2024-07-19,1794.8499755859375,1738.4000244140625,10,time_stop,-56.449951171875,-56.449951171875,0.0,-56.449951171875,2.6082255870603888,-0.03145106941511735,1794.8499755859375,-0.03585256509526939,0.027857481505481833,AAVAS,2024,-0.034681069415117345,-3468.1069415117345
2024-07-19,2024-07-22,1738.4000244140625,1791.0,1,rsi_target,52.5999755859375,52.5999755859375,0.0,52.5999755859375,4.476207104456691,0.030257693768536743,1738.4000244140625,-0.015128881994228906,0.03255866014211248,AAVAS,2024,0.027027693768536743,2702.769376853674
2024-07-30,2024-08-08,1717.300048828125,1648.1500244140625,7,rsi_target,-69.1500244140625,-69.1500244140625,0.0,-69.1500244140625,9.350800561868311,-0.0402667107948026,1717.300048828125,-0.06638327418542432,0.005240784804112447,AAVAS,2024,-0.0434967107948026,-4349.67107948026
2024-09-27,2024-10-14,1819.8499755859373,1728.050048828125,10,time_stop,-91.79992675781227,-91.79992675781227,0.0,-91.79992675781227,4.394372066413823,-0.050443678319283126,1819.8499755859373,-0.07135202205013051,0.02722754594766615,AAVAS,2024,-0.05367367831928312,-5367.367831928313
2024-10-22,2024-10-31,1681.300048828125,1672.6500244140625,7,rsi_target,-8.6500244140625,-8.6500244140625,0.0,-8.6500244140625,5.563275639144891,-0.00514484277811781,1681.300048828125,-0.028251947076970436,0.021471465257554338,AAVAS,2024,-0.00837484277811781,-837.484277811781
2025-04-07,2025-04-21,1978.949951171875,2166.300048828125,7,rsi_target,187.35009765625,187.35009765625,0.0,187.35009765625,4.244058290084169,0.0946714683437582,1978.949951171875,-0.021703404447616943,0.11119535827463345,AAVAS,2025,0.0914414683437582,9144.14683437582
2025-04-28,2025-05-12,1991.5,1874.9000244140625,9,rsi_target,-116.5999755859375,-116.5999755859375,0.0,-116.5999755859375,7.887277300704554,-0.05854882027915516,1991.5,-0.14396181329243032,0.047953803665578706,AAVAS,2025,-0.061778820279155156,-6177.882027915515
2025-07-07,2025-07-08,1882.9000244140625,1973.5999755859373,1,rsi_target,90.69995117187477,90.69995117187477,0.0,90.69995117187477,6.624316115846767,0.04817034892763337,1882.9000244140625,-0.010515719672523124,0.07493758232322836,AAVAS,2025,0.04494034892763337,4494.034892763337
2025-07-24,2025-08-07,1870.4000244140625,1682.5999755859375,10,time_stop,-187.800048828125,-187.800048828125,0.0,-187.800048828125,8.459336379522014,-0.10040635499187231,1870.4000244140625,-0.1138793826025137,-0.005560320935795807,AAVAS,2025,-0.1036363549918723,-10363.63549918723
2026-07-14,2026-07-21,1447.5,1521.699951171875,5,rsi_target,74.199951171875,74.199951171875,0.0,74.199951171875,8.430363512904165,0.051260760740500864,1447.5,-0.0051813471502590676,0.05692575089054404,AAVAS,2026,0.04803076074050087,4803.076074050086
2008-01-11,2008-01-25,1213.2281494140625,1045.7301025390625,10,time_stop,-167.498046875,-167.498046875,0.0,-167.498046875,1.780285559571027,-0.13805980924189273,1213.2281494140625,-0.24192214213109461,0.020786354666876575,ABB,2008,-0.14128980924189274,-14128.980924189274
2008-01-31,2008-02-04,932.0809936523438,1012.5218505859376,2,rsi_target,80.44085693359386,80.44085693359386,0.0,80.44085693359386,8.569001858455493,0.08630243238668317,932.0809936523438,-0.035538795875847684,0.11170652231759624,ABB,2008,0.08307243238668317,8307.243238668318
2008-02-21,2008-03-07,1009.1924438476562,887.9281005859375,10,time_stop,-121.26434326171875,-121.26434326171875,0.0,-121.26434326171875,4.4040640459233344,-0.12015978122010626,1009.1924438476562,-0.13405612322560923,0.025937170502133344,ABB,2008,-0.12338978122010626,-12338.978122010625
2009-07-10,2009-07-15,580.3939208984375,596.5787353515625,3,rsi_target,16.184814453125,16.184814453125,0.0,16.184814453125,6.365901264417133,0.02788591311926777,580.3939208984375,-0.07238832768517597,0.03597728638529095,ABB,2009,0.02465591311926777,2465.591311926777
2009-07-30,2009-08-03,576.4105224609375,607.4385986328125,2,rsi_target,31.028076171875,31.028076171875,0.0,31.028076171875,6.829563569076953,0.053829822605255664,576.4105224609375,0.003855443333273065,0.05914013022128088,ABB,2009,0.05059982260525567,5059.982260525567
2009-08-07,2009-08-13,559.7643432617188,574.0623168945312,4,rsi_target,14.2979736328125,14.2979736328125,0.0,14.2979736328125,6.296866191828684,0.025542844600459767,559.7643432617188,-0.02621718936617088,0.056179582427958834,ABB,2009,0.022312844600459767,2231.2844600459766
2009-09-29,2009-10-01,651.7166748046875,662.7862548828125,2,rsi_target,11.069580078125,11.069580078125,0.0,11.069580078125,8.273543856366814,0.01698526446548638,651.7166748046875,-0.011773961688177747,0.022968686882974192,ABB,2009,0.013755264465486378,1375.5264465486378
2009-10-26,2009-11-10,653.8551025390625,622.0302124023438,10,time_stop,-31.82489013671875,-31.82489013671875,0.0,-31.82489013671875,8.688224621658364,-0.04867269523956567,653.8551025390625,-0.1015131910319931,0.016801487201253646,ABB,2009,-0.051902695239565665,-5190.269523956566
2009-11-25,2009-12-08,631.54833984375,627.60693359375,9,rsi_target,-3.94140625,-3.94140625,0.0,-3.94140625,9.829704294239377,-0.006240862339967729,631.54833984375,-0.056499993633179035,0.046341747466173595,ABB,2009,-0.00947086233996773,-947.086233996773
2010-01-27,2010-01-29,652.806884765625,680.1031494140625,2,rsi_target,27.2962646484375,27.2962646484375,0.0,27.2962646484375,9.714379019222164,0.041813689906529686,652.806884765625,-0.01213967298852961,0.057742775531823554,ABB,2010,0.03858368990652969,3858.368990652969
