entry_date,exit_date,entry_px,exit_px,bars_held,exit_reason,gross_pts,gross_usd,cost_usd,net_usd,entry_rsi,ret_pct,notional_usd,mae_pct,mfe_pct,symbol,year
2006-11-27,2006-11-29,1383.5,1402.25,2,rsi_target,18.75,937.5,29.0,908.5,1.9001960331919179,0.013552584026020961,69175.0,-0.003614022406938923,0.014456089627755691,ES,2006
2006-11-27,2006-12-04,1779.0,1803.5,5,rsi_target,24.5,490.0,14.0,476.0,3.6979687454563646,0.013771781899943788,35580.0,-0.00927487352445194,0.018409218662169758,NQ,2006
2006-12-22,2006-12-27,1420.25,1437.0,2,rsi_target,16.75,837.5,29.0,808.5,6.40109791443173,0.011793698292554129,71012.5,0.0001760253476500616,0.01302587572610456,ES,2006
2006-12-21,2007-01-03,1785.25,1779.0,6,rsi_target,-6.25,-125.0,14.0,-139.0,6.383923165593686,-0.003500910236661532,35705.0,-0.021425570648368576,0.014423750175045512,NQ,2007
2007-01-18,2007-01-24,1806.0,1815.25,4,rsi_target,9.25,185.0,14.0,171.0,7.328498415770923,0.0051218161683277965,36120.0,-0.012596899224806201,0.005398671096345515,NQ,2007
2007-02-09,2007-02-14,1443.0,1458.5,3,rsi_target,15.5,775.0,29.0,746.0,7.487285383205702,0.010741510741510741,72150.0,-0.005544005544005544,0.01282051282051282,ES,2007
2007-02-23,2007-03-08,1453.75,1404.75,9,rsi_target,-49.0,-2450.0,29.0,-2479.0,8.531528336527614,-0.033705932932072226,72687.5,-0.058469475494411005,0.00412725709372313,ES,2007
2007-02-27,2007-03-08,1750.5,1754.5,7,rsi_target,4.0,80.0,14.0,66.0,2.2322109695627717,0.0022850614110254213,35010.0,-0.026135389888603255,0.018566123964581547,NQ,2007
2007-03-28,2007-04-03,1429.5,1447.25,4,rsi_target,17.75,887.5,29.0,858.5,8.165741366555025,0.012416928996152501,71475.0,-0.008044770898915705,0.014690451206715634,ES,2007
2007-03-29,2007-04-03,1788.0,1814.75,3,rsi_target,26.75,535.0,14.0,521.0,9.653956759831047,0.014960850111856824,35760.0,-0.007130872483221477,0.017337807606263984,NQ,2007
2007-05-24,2007-05-29,1882.0,1906.5,2,rsi_target,24.5,490.0,14.0,476.0,9.654878012348775,0.013018065887353878,37640.0,-0.0007970244420828905,0.015807651434643997,NQ,2007
2007-05-24,2007-05-30,1511.5,1534.0,3,rsi_target,22.5,1125.0,29.0,1096.0,6.9044126107344255,0.014885874958650347,75575.0,-0.0008269930532583526,0.015382070790605358,ES,2007
