ts	status	candidate	params	top	train_cagr	train_dd	ret_dd	h1	h2	fwd_cagr	fwd_dd	fwd_bench	note
2026-09-26T08:57:15Z	baseline	strat_l23o_liqramp	{"b_hi": 0.65, "b_lo": 0.45, "b_mid": 0.55, "floor_lb": 19, "lookback": 16, "max_dist": 0.055, "regime_ma": 18}	25	24.125	-18.979	1.271	18.999	29.218	blind	blind	blind	first entry [risk:none select:robust exec:realistic fill=next_open lock=1 min_tv=5e+06 cost=50rt expo=1 minyr=-14.2 ystd=50.0 robust=1.059 rmin=0.000 noise_sd=0.078]
2026-09-26T08:57:20Z	keep	strat_l23o_liqramp	{"b_hi": 0.65, "b_lo": 0.45, "b_mid": 0.55, "floor_lb": 19, "lookback": 16, "max_dist": 0.055, "regime_ma": 18, "rp_hi": 0.7, "rp_lo": 0.5, "rp_on": 1}	25	25.308	-16.706	1.515	23.520	27.037	blind	blind	blind	beats best on robust by 0.587 > margin 0.097 [risk:none select:robust exec:realistic fill=next_open lock=1 min_tv=5e+06 cost=50rt expo=1 minyr=-15.9 ystd=51.7 robust=1.645 rmin=-0.060 noise_sd=0.097]
2026-09-26T08:57:25Z	discard	strat_l23o_liqramp	{"b_hi": 0.65, "b_lo": 0.45, "b_mid": 0.55, "floor_lb": 19, "lookback": 16, "max_dist": 0.055, "regime_ma": 18, "rp_hi": 0.7, "rp_lo": 0.45, "rp_on": 1}	25	26.430	-19.111	1.383	24.842	27.962	blind	blind	blind	TRAIN 1.501 <= best 1.645 + margin 0.106 [robust] [risk:none select:robust exec:realistic fill=next_open lock=1 min_tv=5e+06 cost=50rt expo=1 minyr=-17.6 ystd=51.9 robust=1.501 rmin=-0.417 noise_sd=0.106]
2026-09-26T08:57:30Z	discard	strat_l23o_liqramp	{"b_hi": 0.65, "b_lo": 0.45, "b_mid": 0.55, "floor_lb": 19, "lookback": 16, "max_dist": 0.055, "regime_ma": 18, "rp_hi": 0.7, "rp_lo": 0.55, "rp_on": 1}	25	22.114	-19.374	1.141	19.644	24.516	blind	blind	blind	TRAIN 1.319 <= best 1.645 + margin 0.094 [robust] [risk:none select:robust exec:realistic fill=next_open lock=1 min_tv=5e+06 cost=50rt expo=1 minyr=-17.6 ystd=52.6 robust=1.319 rmin=0.000 noise_sd=0.094]
2026-09-26T08:57:35Z	discard	strat_l23o_liqramp	{"b_hi": 0.65, "b_lo": 0.45, "b_mid": 0.55, "floor_lb": 19, "lookback": 16, "max_dist": 0.055, "regime_ma": 18, "rp_hi": 0.65, "rp_lo": 0.5, "rp_on": 1}	25	27.460	-16.753	1.639	26.677	28.211	blind	blind	blind	TRAIN 1.764 <= best 1.645 + margin 0.121 [robust] [risk:none select:robust exec:realistic fill=next_open lock=1 min_tv=5e+06 cost=50rt expo=1 minyr=-15.1 ystd=51.7 robust=1.764 rmin=-0.061 noise_sd=0.121]
2026-09-26T08:57:40Z	discard	strat_l23o_liqramp	{"b_hi": 0.65, "b_lo": 0.45, "b_mid": 0.55, "floor_lb": 19, "lookback": 16, "max_dist": 0.055, "regime_ma": 18, "rp_hi": 0.75, "rp_lo": 0.5, "rp_on": 1}	25	23.428	-16.188	1.447	20.457	26.329	blind	blind	blind	TRAIN 1.412 <= best 1.645 + margin 0.110 [robust] [risk:none select:robust exec:realistic fill=next_open lock=1 min_tv=5e+06 cost=50rt expo=1 minyr=-14.3 ystd=51.1 robust=1.412 rmin=-0.060 noise_sd=0.110]
2026-09-26T08:57:45Z	discard	strat_l23o_liqramp	{"b_hi": 0.65, "b_lo": 0.45, "b_mid": 0.55, "floor_lb": 19, "lookback": 16, "max_dist": 0.055, "regime_ma": 18, "rp_floor": 0.3, "rp_hi": 0.7, "rp_lo": 0.5, "rp_on": 1}	25	24.128	-16.434	1.468	22.367	25.830	blind	blind	blind	TRAIN 1.553 <= best 1.645 + margin 0.100 [robust] [risk:none select:robust exec:realistic fill=next_open lock=1 min_tv=5e+06 cost=50rt expo=1 minyr=-15.7 ystd=52.4 robust=1.553 rmin=0.000 noise_sd=0.100]
2026-09-26T08:57:50Z	discard	strat_l23o_liqramp	{"b_hi": 0.65, "b_lo": 0.45, "b_mid": 0.55, "floor_lb": 19, "lookback": 16, "max_dist": 0.055, "regime_ma": 18, "rp_hi": 0.75, "rp_lo": 0.55, "rp_on": 1}	25	20.657	-17.417	1.186	16.925	24.326	blind	blind	blind	TRAIN 1.157 <= best 1.645 + margin 0.105 [robust] [risk:none select:robust exec:realistic fill=next_open lock=1 min_tv=5e+06 cost=50rt expo=1 minyr=-15.1 ystd=51.6 robust=1.157 rmin=0.000 noise_sd=0.105]
